stusps,state,hud_area_code,countyname,county_town_name,metro,hud_area_name,fips,pop2020,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
AL,AL,METRO33860M33860,Autauga County,,1,"Montgomery, AL MSA",100199999,55639,836.0,913.0,1092.0,1383.0,1753.0
AL,AL,METRO19300M19300,Baldwin County,,1,"Daphne-Fairhope-Foley, AL MSA",100399999,218289,1051.0,1056.0,1362.0,1670.0,2114.0
AL,AL,NCNTY01005N01005,Barbour County,,0,"Barbour County, AL",100599999,25026,652.0,656.0,857.0,1089.0,1141.0
AL,AL,METRO13820M13820,Bibb County,,1,"Birmingham-Hoover, AL HUD Metro FMR Area",100799999,22374,983.0,1109.0,1245.0,1570.0,1752.0
AL,AL,METRO13820M13820,Blount County,,1,"Birmingham-Hoover, AL HUD Metro FMR Area",100999999,57755,983.0,1109.0,1245.0,1570.0,1752.0
AL,AL,NCNTY01011N01011,Bullock County,,0,"Bullock County, AL",101199999,10173,642.0,666.0,857.0,1130.0,1283.0
AL,AL,NCNTY01013N01013,Butler County,,0,"Butler County, AL",101399999,19726,665.0,760.0,888.0,1074.0,1186.0
AL,AL,METRO11500M11500,Calhoun County,,1,"Anniston-Oxford-Jacksonville, AL MSA",101599999,114324,683.0,687.0,903.0,1243.0,1319.0
AL,AL,NCNTY01017N01017,Chambers County,,0,"Chambers County, AL",101799999,33427,814.0,820.0,1077.0,1302.0,1434.0
AL,AL,NCNTY01019N01019,Cherokee County,,0,"Cherokee County, AL",101999999,26035,664.0,726.0,887.0,1072.0,1327.0
AL,AL,METRO13820N01021,Chilton County,,1,"Chilton County, AL HUD Metro FMR Area",102199999,44147,682.0,690.0,857.0,1164.0,1168.0
AL,AL,NCNTY01023N01023,Choctaw County,,0,"Choctaw County, AL",102399999,12755,642.0,666.0,857.0,1102.0,1454.0
AL,AL,NCNTY01025N01025,Clarke County,,0,"Clarke County, AL",102599999,23866,642.0,666.0,857.0,1200.0,1454.0
AL,AL,NCNTY01027N01027,Clay County,,0,"Clay County, AL",102799999,13285,620.0,700.0,857.0,1175.0,1258.0
AL,AL,NCNTY01029N01029,Cleburne County,,0,"Cleburne County, AL",102999999,14952,669.0,694.0,894.0,1129.0,1338.0
AL,AL,NCNTY01031N01031,Coffee County,,0,"Coffee County, AL",103199999,52238,713.0,725.0,952.0,1342.0,1472.0
AL,AL,METRO22520M22520,Colbert County,,1,"Florence-Muscle Shoals, AL MSA",103399999,54957,664.0,720.0,940.0,1157.0,1425.0
AL,AL,NCNTY01035N01035,Conecuh County,,0,"Conecuh County, AL",103599999,12219,642.0,666.0,857.0,1208.0,1283.0
AL,AL,NCNTY01037N01037,Coosa County,,0,"Coosa County, AL",103799999,10696,658.0,683.0,879.0,1063.0,1315.0
AL,AL,NCNTY01039N01039,Covington County,,0,"Covington County, AL",103999999,37096,648.0,652.0,857.0,1133.0,1427.0
AL,AL,NCNTY01041N01041,Crenshaw County,,0,"Crenshaw County, AL",104199999,13826,642.0,652.0,857.0,1036.0,1141.0
AL,AL,NCNTY01043N01043,Cullman County,,0,"Cullman County, AL",104399999,83345,767.0,772.0,1002.0,1306.0,1462.0
AL,AL,NCNTY01045N01045,Dale County,,0,"Dale County, AL",104599999,49293,743.0,754.0,857.0,1208.0,1454.0
AL,AL,NCNTY01047N01047,Dallas County,,0,"Dallas County, AL",104799999,38184,653.0,694.0,912.0,1129.0,1215.0
AL,AL,NCNTY01049N01049,Dekalb County,,0,"DeKalb County, AL",104999999,71430,642.0,652.0,857.0,1159.0,1391.0
AL,AL,METRO33860M33860,Elmore County,,1,"Montgomery, AL MSA",105199999,81526,836.0,913.0,1092.0,1383.0,1753.0
AL,AL,NCNTY01053N01053,Escambia County,,0,"Escambia County, AL",105399999,36775,642.0,705.0,857.0,1094.0,1275.0
AL,AL,METRO23460M23460,Etowah County,,1,"Gadsden, AL MSA",105599999,102721,637.0,817.0,940.0,1170.0,1252.0
AL,AL,NCNTY01057N01057,Fayette County,,0,"Fayette County, AL",105799999,16406,642.0,763.0,857.0,1147.0,1283.0
AL,AL,NCNTY01059N01059,Franklin County,,0,"Franklin County, AL",105999999,31587,642.0,763.0,857.0,1042.0,1321.0
AL,AL,METRO20020M20020,Geneva County,,1,"Dothan, AL HUD Metro FMR Area",106199999,26383,735.0,739.0,904.0,1220.0,1386.0
AL,AL,METRO46220M01063,Greene County,,1,"Greene County, AL HUD Metro FMR Area",106399999,8221,736.0,741.0,974.0,1178.0,1297.0
AL,AL,METRO46220M46220,Hale County,,1,"Tuscaloosa, AL HUD Metro FMR Area",106599999,14754,903.0,909.0,1125.0,1415.0,1498.0
AL,AL,METRO20020N01067,Henry County,,1,"Henry County, AL HUD Metro FMR Area",106799999,17123,648.0,652.0,857.0,1093.0,1144.0
AL,AL,METRO20020M20020,Houston County,,1,"Dothan, AL HUD Metro FMR Area",106999999,105319,735.0,739.0,904.0,1220.0,1386.0
AL,AL,NCNTY01071N01071,Jackson County,,0,"Jackson County, AL",107199999,51765,642.0,748.0,857.0,1051.0,1406.0
AL,AL,METRO13820M13820,Jefferson County,,1,"Birmingham-Hoover, AL HUD Metro FMR Area",107399999,658615,983.0,1109.0,1245.0,1570.0,1752.0
AL,AL,NCNTY01075N01075,Lamar County,,0,"Lamar County, AL",107599999,13854,716.0,720.0,857.0,1208.0,1283.0
AL,AL,METRO22520M22520,Lauderdale County,,1,"Florence-Muscle Shoals, AL MSA",107799999,92870,664.0,720.0,940.0,1157.0,1425.0
AL,AL,METRO19460M19460,Lawrence County,,1,"Decatur, AL MSA",107999999,32969,740.0,763.0,924.0,1202.0,1352.0
AL,AL,METRO12220M12220,Lee County,,1,"Auburn-Opelika, AL MSA",108199999,163461,801.0,901.0,1099.0,1487.0,1617.0
AL,AL,METRO26620M26620,Limestone County,,1,"Huntsville, AL MSA",108399999,96921,900.0,1067.0,1248.0,1619.0,1937.0
AL,AL,METRO33860M33860,Lowndes County,,1,"Montgomery, AL MSA",108599999,9936,836.0,913.0,1092.0,1383.0,1753.0
AL,AL,NCNTY01087N01087,Macon County,,0,"Macon County, AL",108799999,18437,672.0,683.0,898.0,1110.0,1524.0
AL,AL,METRO26620M26620,Madison County,,1,"Huntsville, AL MSA",108999999,367686,900.0,1067.0,1248.0,1619.0,1937.0
AL,AL,NCNTY01091N01091,Marengo County,,0,"Marengo County, AL",109199999,19138,642.0,763.0,857.0,1086.0,1316.0
AL,AL,NCNTY01093N01093,Marion County,,0,"Marion County, AL",109399999,29818,581.0,652.0,857.0,1091.0,1454.0
AL,AL,NCNTY01095N01095,Marshall County,,0,"Marshall County, AL",109599999,96137,655.0,659.0,866.0,1166.0,1170.0
AL,AL,METRO33660M33660,Mobile County,,1,"Mobile, AL HUD Metro FMR Area",109799999,413977,810.0,890.0,1094.0,1448.0,1484.0
AL,AL,NCNTY01099N01099,Monroe County,,0,"Monroe County, AL",109999999,21006,642.0,763.0,857.0,1208.0,1236.0
AL,AL,METRO33860M33860,Montgomery County,,1,"Montgomery, AL MSA",110199999,226451,836.0,913.0,1092.0,1383.0,1753.0
AL,AL,METRO19460M19460,Morgan County,,1,"Decatur, AL MSA",110399999,119352,740.0,763.0,924.0,1202.0,1352.0
AL,AL,NCNTY01105N01105,Perry County,,0,"Perry County, AL",110599999,9104,647.0,671.0,864.0,1136.0,1293.0
AL,AL,METRO46220N01107,Pickens County,,1,"Pickens County, AL HUD Metro FMR Area",110799999,20049,683.0,687.0,857.0,1178.0,1448.0
AL,AL,NCNTY01109N01109,Pike County,,0,"Pike County, AL",110999999,33274,825.0,839.0,1102.0,1332.0,1468.0
AL,AL,NCNTY01111N01111,Randolph County,,0,"Randolph County, AL",111199999,22732,642.0,763.0,857.0,1208.0,1283.0
AL,AL,METRO17980M17980,Russell County,,1,"Columbus, GA-AL HUD Metro FMR Area",111399999,57938,828.0,881.0,1031.0,1372.0,1743.0
AL,AL,METRO13820M13820,St. Clair County,,1,"Birmingham-Hoover, AL HUD Metro FMR Area",111599999,88929,983.0,1109.0,1245.0,1570.0,1752.0
AL,AL,METRO13820M13820,Shelby County,,1,"Birmingham-Hoover, AL HUD Metro FMR Area",111799999,216350,983.0,1109.0,1245.0,1570.0,1752.0
AL,AL,NCNTY01119N01119,Sumter County,,0,"Sumter County, AL",111999999,12595,763.0,792.0,1019.0,1232.0,1459.0
AL,AL,NCNTY01121N01121,Talladega County,,0,"Talladega County, AL",112199999,80244,615.0,693.0,908.0,1264.0,1299.0
AL,AL,NCNTY01123N01123,Tallapoosa County,,0,"Tallapoosa County, AL",112399999,40450,687.0,698.0,917.0,1171.0,1227.0
AL,AL,METRO46220M46220,Tuscaloosa County,,1,"Tuscaloosa, AL HUD Metro FMR Area",112599999,208854,903.0,909.0,1125.0,1415.0,1498.0
AL,AL,NCNTY01127N01127,Walker County,,0,"Walker County, AL",112799999,63802,642.0,652.0,857.0,1208.0,1294.0
AL,AL,METRO33660M01129,Washington County,,1,"Washington County, AL HUD Metro FMR Area",112999999,16336,713.0,785.0,962.0,1163.0,1302.0
AL,AL,NCNTY01131N01131,Wilcox County,,0,"Wilcox County, AL",113199999,10552,779.0,808.0,1040.0,1257.0,1556.0
AL,AL,NCNTY01133N01133,Winston County,,0,"Winston County, AL",113399999,23712,642.0,652.0,857.0,1175.0,1192.0
AK,AK,NCNTY02013N02013,Aleutians East Borough,,0,"Aleutians East Borough, AK",201399999,3389,957.0,1210.0,1358.0,1642.0,2077.0
AK,AK,NCNTY02016N02016,Aleutians West Census Area,,0,"Aleutians West Census Area, AK",201699999,5708,1349.0,1515.0,1991.0,2407.0,3044.0
AK,AK,METRO11260M11260,Anchorage Municipality,,1,"Anchorage, AK HUD Metro FMR Area",202099999,292090,996.0,1107.0,1454.0,2049.0,2467.0
AK,AK,NCNTY02050N02050,Bethel Census Area,,0,"Bethel Census Area, AK",205099999,18263,1587.0,1597.0,1957.0,2366.0,2710.0
AK,AK,NCNTY02060N02060,Bristol Bay Borough,,0,"Bristol Bay Borough, AK",206099999,739,872.0,949.0,1237.0,1743.0,1892.0
AK,AK,NCNTY02063N02063,Chugach Census Area,,0,"Chugach Census Area, AK",206399999,6495,989.0,1077.0,1404.0,1837.0,2147.0
AK,AK,NCNTY02066N02066,Copper River Census Area,,0,"Copper River Census Area, AK",206699999,2894,832.0,906.0,1181.0,1545.0,1806.0
AK,AK,NCNTY02068N02068,Denali Borough,,0,"Denali Borough, AK",206899999,2502,995.0,1083.0,1412.0,1847.0,2159.0
AK,AK,NCNTY02070N02070,Dillingham Census Area,,0,"Dillingham Census Area, AK",207099999,4934,903.0,1142.0,1282.0,1681.0,1707.0
AK,AK,METRO21820M21820,Fairbanks North Star Borough,,1,"Fairbanks, AK MSA",209099999,98455,1116.0,1253.0,1646.0,2320.0,2793.0
AK,AK,NCNTY02100N02100,Haines Borough,,0,"Haines Borough, AK",210099999,2547,1036.0,1128.0,1470.0,1923.0,2248.0
AK,AK,NCNTY02105N02105,Hoonah-Angoon Census Area,,0,"Hoonah-Angoon Census Area, AK",210599999,2135,936.0,1018.0,1329.0,1607.0,1770.0
AK,AK,NCNTY02110N02110,Juneau City And Borough,,0,"Juneau City and Borough, AK",211099999,32099,1138.0,1307.0,1679.0,2291.0,2299.0
AK,AK,NCNTY02122N02122,Kenai Peninsula Borough,,0,"Kenai Peninsula Borough, AK",212299999,58809,984.0,990.0,1301.0,1833.0,2090.0
AK,AK,NCNTY02130N02130,Ketchikan Gateway Borough,,0,"Ketchikan Gateway Borough, AK",213099999,13833,1048.0,1177.0,1546.0,2140.0,2624.0
AK,AK,NCNTY02150N02150,Kodiak Island Borough,,0,"Kodiak Island Borough, AK",215099999,13383,1228.0,1379.0,1812.0,2220.0,2622.0
AK,AK,NCNTY02158N02158,Kusilvak Census Area,,0,Kusilvak Census Area,215899999,8298,638.0,694.0,905.0,1275.0,1384.0
AK,AK,NCNTY02164N02164,Lake And Peninsula Borough,,0,"Lake and Peninsula Borough, AK",216499999,1156,660.0,820.0,937.0,1320.0,1433.0
AK,AK,METRO11260N02170,Matanuska-Susitna Borough,,1,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",217099999,107360,919.0,974.0,1280.0,1804.0,2172.0
AK,AK,NCNTY02180N02180,Nome Census Area,,0,"Nome Census Area, AK",218099999,10009,1250.0,1258.0,1497.0,2110.0,2289.0
AK,AK,NCNTY02185N02185,North Slope Borough,,0,"North Slope Borough, AK",218599999,9375,1288.0,1447.0,1901.0,2299.0,2532.0
AK,AK,NCNTY02188N02188,Northwest Arctic Borough,,0,"Northwest Arctic Borough, AK",218899999,7709,1277.0,1434.0,1884.0,2611.0,2881.0
AK,AK,NCNTY02195N02195,Petersburg Borough,Petersburg Census Area,0,Petersburg Borough,219599999,3278,955.0,1099.0,1355.0,1638.0,2099.0
AK,AK,NCNTY02198N02198,Prince Of Wales-Hyder Census Area,,0,"Prince of Wales-Hyder Census Area, AK",219899999,6338,840.0,927.0,1041.0,1413.0,1420.0
AK,AK,NCNTY02220N02220,Sitka City And Borough,,0,"Sitka City and Borough, AK",222099999,8569,1044.0,1221.0,1466.0,2066.0,2488.0
AK,AK,NCNTY02230N02230,Skagway Municipality,,0,"Skagway Municipality, AK",223099999,1300,1046.0,1174.0,1543.0,1866.0,2359.0
AK,AK,NCNTY02240N02240,Southeast Fairbanks Census Area,,0,"Southeast Fairbanks Census Area, AK",224099999,6911,922.0,1083.0,1309.0,1708.0,2168.0
AK,AK,NCNTY02275N02275,Wrangell City And Borough,,0,"Wrangell City and Borough, AK",227599999,2510,776.0,839.0,1102.0,1462.0,1468.0
AK,AK,NCNTY02282N02282,Yakutat City And Borough,,0,"Yakutat City and Borough, AK",228299999,597,916.0,997.0,1300.0,1586.0,1988.0
AK,AK,NCNTY02290N02290,Yukon-Koyukuk Census Area,,0,"Yukon-Koyukuk Census Area, AK",229099999,5305,929.0,955.0,1072.0,1453.0,1639.0
AZ,AZ,NCNTY04001N04001,Apache County,,0,"Apache County, AZ",400199999,71714,716.0,804.0,1057.0,1417.0,1461.0
AZ,AZ,METRO43420M43420,Cochise County,,1,"Sierra Vista-Douglas, AZ MSA",400399999,126442,770.0,913.0,1067.0,1504.0,1811.0
AZ,AZ,METRO22380M22380,Coconino County,,1,"Flagstaff, AZ MSA",400599999,142254,1448.0,1537.0,1863.0,2253.0,2633.0
AZ,AZ,NCNTY04007N04007,Gila County,,0,"Gila County, AZ",400799999,53846,855.0,960.0,1262.0,1778.0,1846.0
AZ,AZ,NCNTY04009N04009,Graham County,,0,"Graham County, AZ",400999999,38304,928.0,933.0,1157.0,1611.0,1963.0
AZ,AZ,NCNTY04011N04011,Greenlee County,,0,"Greenlee County, AZ",401199999,9465,742.0,974.0,1094.0,1323.0,1457.0
AZ,AZ,NCNTY04012N04012,La Paz County,,0,"La Paz County, AZ",401299999,21035,801.0,900.0,1182.0,1666.0,2006.0
AZ,AZ,METRO38060M38060,Maricopa County,,1,"Phoenix-Mesa-Scottsdale, AZ MSA",401399999,4412779,1460.0,1599.0,1877.0,2541.0,2890.0
AZ,AZ,METRO29420M29420,Mohave County,,1,"Lake Havasu City-Kingman, AZ MSA",401599999,210998,858.0,935.0,1211.0,1671.0,1847.0
AZ,AZ,NCNTY04017N04017,Navajo County,,0,"Navajo County, AZ",401799999,110271,856.0,906.0,1190.0,1509.0,1585.0
AZ,AZ,METRO46060M46060,Pima County,,1,"Tucson, AZ MSA",401999999,1038476,906.0,1018.0,1337.0,1884.0,2206.0
AZ,AZ,METRO38060M38060,Pinal County,,1,"Phoenix-Mesa-Scottsdale, AZ MSA",402199999,447559,1460.0,1599.0,1877.0,2541.0,2890.0
AZ,AZ,NCNTY04023N04023,Santa Cruz County,,0,"Santa Cruz County, AZ",402399999,46594,693.0,778.0,1022.0,1440.0,1472.0
AZ,AZ,METRO39150M39150,Yavapai County,,1,"Prescott Valley-Prescott, AZ MSA",402599999,232396,951.0,1140.0,1403.0,1943.0,2273.0
AZ,AZ,METRO49740M49740,Yuma County,,1,"Yuma, AZ MSA",402799999,211931,956.0,962.0,1264.0,1752.0,2145.0
AR,AR,NCNTY05001N05001,Arkansas County,,0,"Arkansas County, AR",500199999,17761,581.0,652.0,857.0,1050.0,1348.0
AR,AR,NCNTY05003N05003,Ashley County,,0,"Ashley County, AR",500399999,20000,653.0,657.0,814.0,984.0,1381.0
AR,AR,NCNTY05005N05005,Baxter County,,0,"Baxter County, AR",500599999,41673,674.0,678.0,891.0,1119.0,1257.0
AR,AR,METRO22220M22220,Benton County,,1,"Fayetteville-Springdale-Rogers, AR MSA",500799999,273510,871.0,924.0,1121.0,1580.0,1847.0
AR,AR,NCNTY05009N05009,Boone County,,0,"Boone County, AR",500999999,37525,552.0,647.0,814.0,1147.0,1251.0
AR,AR,NCNTY05011N05011,Bradley County,,0,"Bradley County, AR",501199999,10805,604.0,645.0,814.0,1147.0,1148.0
AR,AR,NCNTY05013N05013,Calhoun County,,0,"Calhoun County, AR",501399999,5160,678.0,696.0,915.0,1106.0,1291.0
AR,AR,NCNTY05015N05015,Carroll County,,0,"Carroll County, AR",501599999,28062,565.0,657.0,834.0,1008.0,1111.0
AR,AR,NCNTY05017N05017,Chicot County,,0,"Chicot County, AR",501799999,10433,604.0,620.0,814.0,1089.0,1376.0
AR,AR,NCNTY05019N05019,Clark County,,0,"Clark County, AR",501999999,22341,665.0,712.0,814.0,1140.0,1293.0
AR,AR,NCNTY05021N05021,Clay County,,0,"Clay County, AR",502199999,14710,615.0,620.0,814.0,1050.0,1301.0
AR,AR,NCNTY05023N05023,Cleburne County,,0,"Cleburne County, AR",502399999,25063,650.0,667.0,876.0,1089.0,1167.0
AR,AR,METRO38220M38220,Cleveland County,,1,"Pine Bluff, AR MSA",502599999,8063,635.0,690.0,906.0,1151.0,1207.0
AR,AR,NCNTY05027N05027,Columbia County,,0,"Columbia County, AR",502799999,23620,615.0,620.0,814.0,1080.0,1084.0
AR,AR,NCNTY05029N05029,Conway County,,0,"Conway County, AR",502999999,20895,604.0,620.0,814.0,1147.0,1233.0
AR,AR,METRO27860MM3700,Craighead County,,1,"Jonesboro, AR HUD Metro FMR Area",503199999,109081,634.0,767.0,936.0,1226.0,1560.0
AR,AR,METRO22900M22900,Crawford County,,1,"Fort Smith, AR-OK HUD Metro FMR Area",503399999,63118,674.0,678.0,891.0,1222.0,1437.0
AR,AR,METRO32820M32820,Crittenden County,,1,"Memphis, TN-MS-AR HUD Metro FMR Area",503599999,48381,1031.0,1146.0,1298.0,1711.0,1995.0
AR,AR,NCNTY05037N05037,Cross County,,0,"Cross County, AR",503799999,16576,604.0,620.0,814.0,1147.0,1381.0
AR,AR,NCNTY05039N05039,Dallas County,,0,"Dallas County, AR",503999999,7114,604.0,620.0,814.0,1147.0,1148.0
AR,AR,NCNTY05041N05041,Desha County,,0,"Desha County, AR",504199999,11538,630.0,634.0,814.0,1121.0,1381.0
AR,AR,NCNTY05043N05043,Drew County,,0,"Drew County, AR",504399999,18263,655.0,673.0,884.0,1084.0,1291.0
AR,AR,METRO30780M30780,Faulkner County,,1,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",504599999,124800,944.0,950.0,1089.0,1454.0,1717.0
AR,AR,METRO22900M05047,Franklin County,,1,"Franklin County, AR HUD Metro FMR Area",504799999,17785,638.0,642.0,814.0,1007.0,1381.0
AR,AR,NCNTY05049N05049,Fulton County,,0,"Fulton County, AR",504999999,12301,552.0,620.0,814.0,1126.0,1244.0
AR,AR,METRO26300M26300,Garland County,,1,"Hot Springs, AR MSA",505199999,99043,767.0,775.0,1007.0,1249.0,1616.0
AR,AR,METRO30780N05053,Grant County,,1,"Grant County, AR HUD Metro FMR Area",505399999,18229,743.0,748.0,893.0,1161.0,1406.0
AR,AR,NCNTY05055N05055,Greene County,,0,"Greene County, AR",505599999,45197,636.0,737.0,858.0,1209.0,1214.0
AR,AR,NCNTY05057N05057,Hempstead County,,0,"Hempstead County, AR",505799999,21695,643.0,660.0,867.0,1149.0,1406.0
AR,AR,NCNTY05059N05059,Hot Spring County,,0,"Hot Spring County, AR",505999999,33667,603.0,620.0,814.0,1090.0,1310.0
AR,AR,NCNTY05061N05061,Howard County,,0,"Howard County, AR",506199999,13267,610.0,626.0,823.0,995.0,1127.0
AR,AR,NCNTY05063N05063,Independence County,,0,"Independence County, AR",506399999,37585,618.0,623.0,818.0,1087.0,1089.0
AR,AR,NCNTY05065N05065,Izard County,,0,"Izard County, AR",506599999,13596,604.0,683.0,814.0,1075.0,1148.0
AR,AR,NCNTY05067N05067,Jackson County,,0,"Jackson County, AR",506799999,16908,604.0,620.0,814.0,984.0,1148.0
AR,AR,METRO38220M38220,Jefferson County,,1,"Pine Bluff, AR MSA",506999999,68123,635.0,690.0,906.0,1151.0,1207.0
AR,AR,NCNTY05071N05071,Johnson County,,0,"Johnson County, AR",507199999,26475,612.0,628.0,825.0,1050.0,1164.0
AR,AR,NCNTY05073N05073,Lafayette County,,0,"Lafayette County, AR",507399999,6728,604.0,620.0,814.0,984.0,1148.0
AR,AR,NCNTY05075N05075,Lawrence County,,0,"Lawrence County, AR",507599999,16511,604.0,620.0,814.0,1082.0,1276.0
AR,AR,NCNTY05077N05077,Lee County,,0,"Lee County, AR",507799999,8963,604.0,620.0,814.0,1147.0,1148.0
AR,AR,METRO38220M38220,Lincoln County,,1,"Pine Bluff, AR MSA",507999999,13278,635.0,690.0,906.0,1151.0,1207.0
AR,AR,METRO45500N05081,Little River County,,1,"Little River County, AR HUD Metro FMR Area",508199999,12345,615.0,620.0,814.0,1147.0,1381.0
AR,AR,NCNTY05083N05083,Logan County,,0,"Logan County, AR",508399999,21619,563.0,725.0,814.0,1139.0,1218.0
AR,AR,METRO30780M30780,Lonoke County,,1,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",508599999,73163,944.0,950.0,1089.0,1454.0,1717.0
AR,AR,METRO22220M22220,Madison County,,1,"Fayetteville-Springdale-Rogers, AR MSA",508799999,16393,871.0,924.0,1121.0,1580.0,1847.0
AR,AR,NCNTY05089N05089,Marion County,,0,"Marion County, AR",508999999,16586,630.0,648.0,852.0,1030.0,1213.0
AR,AR,METRO45500M45500,Miller County,,1,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",509199999,43515,779.0,784.0,982.0,1221.0,1601.0
AR,AR,NCNTY05093N05093,Mississippi County,,0,"Mississippi County, AR",509399999,41396,598.0,623.0,814.0,1080.0,1084.0
AR,AR,NCNTY05095N05095,Monroe County,,0,"Monroe County, AR",509599999,6879,552.0,620.0,814.0,1011.0,1148.0
AR,AR,NCNTY05097N05097,Montgomery County,,0,"Montgomery County, AR",509799999,8964,604.0,725.0,814.0,1073.0,1381.0
AR,AR,NCNTY05099N05099,Nevada County,,0,"Nevada County, AR",509999999,8249,653.0,671.0,881.0,1065.0,1243.0
AR,AR,NCNTY05101N05101,Newton County,,0,"Newton County, AR",510199999,7753,604.0,725.0,814.0,984.0,1381.0
AR,AR,NCNTY05103N05103,Ouachita County,,0,"Ouachita County, AR",510399999,23597,696.0,700.0,814.0,1109.0,1113.0
AR,AR,METRO30780M30780,Perry County,,1,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",510599999,10342,944.0,950.0,1089.0,1454.0,1717.0
AR,AR,NCNTY05107N05107,Phillips County,,0,"Phillips County, AR",510799999,18151,604.0,622.0,814.0,1147.0,1381.0
AR,AR,NCNTY05109N05109,Pike County,,0,"Pike County, AR",510999999,10714,604.0,641.0,814.0,1063.0,1174.0
AR,AR,METRO27860N05111,Poinsett County,,1,"Poinsett County, AR HUD Metro FMR Area",511199999,23747,615.0,620.0,814.0,1080.0,1084.0
AR,AR,NCNTY05113N05113,Polk County,,0,"Polk County, AR",511399999,19999,584.0,662.0,861.0,1041.0,1152.0
AR,AR,NCNTY05115N05115,Pope County,,0,"Pope County, AR",511599999,63926,581.0,663.0,857.0,1208.0,1225.0
AR,AR,NCNTY05117N05117,Prairie County,,0,"Prairie County, AR",511799999,8138,631.0,648.0,851.0,1029.0,1200.0
AR,AR,METRO30780M30780,Pulaski County,,1,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",511999999,393078,944.0,950.0,1089.0,1454.0,1717.0
AR,AR,NCNTY05121N05121,Randolph County,,0,"Randolph County, AR",512199999,17934,604.0,725.0,814.0,1147.0,1381.0
AR,AR,NCNTY05123N05123,St. Francis County,,0,"St. Francis County, AR",512399999,25477,618.0,660.0,833.0,1161.0,1166.0
AR,AR,METRO30780M30780,Saline County,,1,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",512599999,120990,944.0,950.0,1089.0,1454.0,1717.0
AR,AR,NCNTY05127N05127,Scott County,,0,"Scott County, AR",512799999,10269,604.0,620.0,814.0,1043.0,1148.0
AR,AR,NCNTY05129N05129,Searcy County,,0,"Searcy County, AR",512999999,7898,604.0,620.0,814.0,1042.0,1148.0
AR,AR,METRO22900M22900,Sebastian County,,1,"Fort Smith, AR-OK HUD Metro FMR Area",513199999,127670,674.0,678.0,891.0,1222.0,1437.0
AR,AR,NCNTY05133N05133,Sevier County,,0,"Sevier County, AR",513399999,16947,620.0,624.0,814.0,1059.0,1204.0
AR,AR,NCNTY05135N05135,Sharp County,,0,"Sharp County, AR",513599999,17217,611.0,620.0,814.0,1000.0,1290.0
AR,AR,NCNTY05137N05137,Stone County,,0,"Stone County, AR",513799999,12582,604.0,620.0,814.0,1147.0,1148.0
AR,AR,NCNTY05139N05139,Union County,,0,"Union County, AR",513999999,39089,692.0,696.0,864.0,1158.0,1219.0
AR,AR,NCNTY05141N05141,Van Buren County,,0,"Van Buren County, AR",514199999,16578,615.0,620.0,814.0,1050.0,1084.0
AR,AR,METRO22220M22220,Washington County,,1,"Fayetteville-Springdale-Rogers, AR MSA",514399999,236198,871.0,924.0,1121.0,1580.0,1847.0
AR,AR,NCNTY05145N05145,White County,,0,"White County, AR",514599999,78725,604.0,704.0,854.0,1133.0,1272.0
AR,AR,NCNTY05147N05147,Woodruff County,,0,"Woodruff County, AR",514799999,6477,604.0,646.0,814.0,1078.0,1148.0
AR,AR,NCNTY05149N05149,Yell County,,0,"Yell County, AR",514999999,21425,604.0,636.0,814.0,1140.0,1148.0
CA,CA,METRO41860MM5775,Alameda County,,1,"Oakland-Fremont, CA HUD Metro FMR Area",600199999,1661584,1825.0,2131.0,2590.0,3342.0,3954.0
CA,CA,NCNTY06003N06003,Alpine County,,0,"Alpine County, CA",600399999,1159,911.0,1005.0,1321.0,1862.0,2168.0
CA,CA,NCNTY06005N06005,Amador County,,0,"Amador County, CA",600599999,39023,1128.0,1135.0,1347.0,1898.0,2286.0
CA,CA,METRO17020M17020,Butte County,,1,"Chico, CA MSA",600799999,223344,1049.0,1091.0,1428.0,2012.0,2423.0
CA,CA,NCNTY06009N06009,Calaveras County,,0,"Calaveras County, CA",600999999,45828,1049.0,1055.0,1309.0,1845.0,2135.0
CA,CA,NCNTY06011N06011,Colusa County,,0,"Colusa County, CA",601199999,21491,823.0,829.0,1089.0,1519.0,1525.0
CA,CA,METRO41860MM5775,Contra Costa County,,1,"Oakland-Fremont, CA HUD Metro FMR Area",601399999,1147788,1825.0,2131.0,2590.0,3342.0,3954.0
CA,CA,NCNTY06015N06015,Del Norte County,,0,"Del Norte County, CA",601599999,27692,791.0,970.0,1147.0,1616.0,1946.0
CA,CA,METRO40900M40900,El Dorado County,,1,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",601799999,190345,1543.0,1666.0,2072.0,2884.0,3321.0
CA,CA,METRO23420M23420,Fresno County,,1,"Fresno, CA MSA",601999999,990204,1149.0,1157.0,1443.0,2033.0,2330.0
